160000,11.142990403743674,42.715438020338205,122.79853456514813,142.2536676539092
180000,12.227697207705866,46.78167257223519,136.96554104279494,157.77433361129482
200000,13.806745209602441,53.49913865122576,152.5436497823086,175.84802599419157
220000,15.240061020233567,59.47532048512085,167.4199267282574,193.36707019006815
240000,16.754630631744952,65.7517298994613,184.9092439205692,212.72820542312448
260000,18.121525093540306,70.80184945121424,204.07416374641605,230.79355321045517
280000,19.610681633115846,77.03949528994902,219.61145269194012,241.2986859131035
300000,20.961908737643917,82.57052977270763,231.20560688117234,246.94023636311354
320000,22.361488192790954,88.23407368997205,242.63203249442498,251.36302153722286
340000,23.67780389003989,93.30363264483047,248.70051502601677,253.30371222359605
